"DateTime","Players","Players Trend","Twitch Viewers"
"2022-06-05 05:40:00",231757,202361.57339351624,105330
"2022-06-05 05:50:00",235284,201948.97409519088,104820
"2022-06-05 06:00:00",238772,201518.29296121854,104214
"2022-06-05 06:10:00",241727,201068.6523439652,104170
"2022-06-05 06:20:00",244610,200605.10054123288,102480
"2022-06-05 06:30:00",247778,200130.94465102188,102528
"2022-06-05 06:40:00",251207,199642.9744326007,101089
"2022-06-05 06:50:00",253952,199134.81811546307,99987
"2022-06-05 07:00:00",255674,198616.8626535559,97160
"2022-06-05 07:10:00",257529,198096.6761657853,87723
"2022-06-05 07:20:00",259362,197573.16234231257,82439
"2022-06-05 07:30:00",260919,197050.07672974165,80764
"2022-06-05 07:40:00",261570,196530.1185547843,80436
"2022-06-05 07:50:00",261924,196025.16064837764,66163
"2022-06-05 08:00:00",261741,195533.52808420095,67330
"2022-06-05 08:10:00",259049,195049.28631286835,69808
"2022-06-05 08:20:00",258130,194599.6859162397,69416
"2022-06-05 08:30:00",257596,194171.1104259626,73210
"2022-06-05 08:40:00",256483,193758.94103591688,70997
"2022-06-05 08:50:00",254772,193366.3639756514,67596
"2022-06-05 09:00:00",252440,192992.98491296198,68228
"2022-06-05 09:10:00",249068,192635.4604989533,68160
"2022-06-05 09:20:00",245368,192297.31408720318,69662
"2022-06-05 09:30:00",241249,191980.3424812703,70196
"2022-06-05 09:40:00",237471,191688.52423841786,70862
"2022-06-05 09:50:00",233625,191405.6239154685,71843
"2022-06-05 10:00:00",230124,191133.36080124497,75400
"2022-06-05 10:10:00",227455,190874.98734368975,74905
"2022-06-05 10:20:00",226278,190638.66024555173,77015
"2022-06-05 10:30:00",226207,190416.24096912355,72446
"2022-06-05 10:40:00",227565,190203.03196097066,81244
"2022-06-05 10:50:00",229959,189997.27184900572,84913
"2022-06-05 11:00:00",232189,189799.82259130728,85408
"2022-06-05 11:10:00",235294,189617.52968861896,64414
"2022-06-05 11:20:00",240012,189457.01117583876,65667
"2022-06-05 11:30:00",245867,189314.85565746715,66712
"2022-06-05 11:40:00",253444,189186.22210171877,66503
"2022-06-05 11:50:00",259602,189066.54607365179,67087
"2022-06-05 12:00:00",267196,188962.90817633452,66621
"2022-06-05 12:10:00",275615,188872.87428386495,68654
"2022-06-05 12:20:00",284304,188796.82031895558,71225
"2022-06-05 12:30:00",293861,188739.76896380767,72858
"2022-06-05 12:40:00",302699,188692.22520382307,71793
"2022-06-05 12:50:00",310347,188651.1833409078,66308
"2022-06-05 13:00:00",316222,188626.57079752657,67446
"2022-06-05 13:10:00",323525,188619.2004420757,69523
"2022-06-05 13:20:00",329792,188614.50491998566,71621
"2022-06-05 13:30:00",334643,188612.96788409632,71062
"2022-06-05 13:40:00",338439,188604.48844199307,66304
"2022-06-05 13:50:00",339857,188597.14082383076,65909
"2022-06-05 14:00:00",339549,188592.35917961216,65264
"2022-06-05 14:10:00",336740,188576.45768261442,65793
"2022-06-05 14:20:00",335564,188548.75415909215,67063
"2022-06-05 14:30:00",331465,188498.3835350906,66902
"2022-06-05 14:40:00",325210,188437.20608852527,64523
"2022-06-05 14:50:00",318274,188366.82406833576,64131
"2022-06-05 15:00:00",307049,188279.86018839857,64714
"2022-06-05 15:10:00",293389,188181.33585013493,67005
"2022-06-05 15:20:00",282648,188081.64803682585,65425
"2022-06-05 15:30:00",272472,187977.47533809836,65947
"2022-06-05 15:40:00",259279,187859.72644328757,65741
"2022-06-05 15:50:00",249180,187750.19343221508,64047
"2022-06-05 16:00:00",238473,187639.14234217483,80070
"2022-06-05 16:10:00",227505,187527.872273178,81681
"2022-06-05 16:20:00",219247,187409.29110546468,79668
"2022-06-05 16:30:00",212152,187293.22908059275,80329
"2022-06-05 16:40:00",206591,187179.37620159204,80583
"2022-06-05 16:50:00",201267,187061.92379703082,79608
"2022-06-05 17:00:00",195746,186942.6891629483,80386
"2022-06-05 17:10:00",190572,186827.30812744453,80454
"2022-06-05 17:20:00",186054,186700.02933055145,79482
"2022-06-05 17:30:00",182236,186571.36092519143,78528
"2022-06-05 17:40:00",178725,186442.58078554505,77535
"2022-06-05 17:50:00",175607,186315.02871770508,79943
"2022-06-05 18:00:00",173159,186190.61576598912,74327
"2022-06-05 18:10:00",170140,186064.25504393218,77944
"2022-06-05 18:20:00",167978,185941.33071324305,75611
"2022-06-05 18:30:00",166226,185784.53853013282,76118
"2022-06-05 18:40:00",163069,185571.89380887465,70317
"2022-06-05 18:50:00",160805,185356.03272530716,69612
"2022-06-05 19:00:00",158953,185188.21781868016,69302
"2022-06-05 19:10:00",156381,185048.12961011956,68597
"2022-06-05 19:20:00",155012,184933.246873795,64989
"2022-06-05 19:30:00",153547,184831.97405387543,69047
"2022-06-05 19:40:00",152696,184742.37990965683,71403
